,reference_code,reference_index,code,candle_dir,candle_len,sma_len,sma_dir,std_ratio_thres,atr_len,tp_multiplier,sl_multiplier,cycle,2024,2025,2026,holding_period_day,total_commission,net_profit,return_on_capital,annualized_return,annualized_std,annualized_sr,mdd_dollar,mdd_pct,num_of_trade,win_rate,loss_rate,net_profit_to_mdd,cov_count,cov_return,2024_win_rate,2024_return,2025_win_rate,2025_return,2026_win_rate,2026_return,risk_free_rate,bah_return,bah_annualized_return,bah_annualized_std,bah_annualized_sr,bah_mdd_dollar,bah_mdd_pct,return_to_bah
1260,42243073,69,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,2.0,10,22,17,2,796,984.8090427134151,4.973387959706088,0.05,0.02,30.72,-0.14,4310.198004742091,31.040616611046023,41,48.78,51.22,0.001153865310650312,0.622,12.405,54.55,24,47.06,-15,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-53.900000000000006
1281,22606080,70,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,2.0,15,19,17,1,796,862.6229462436936,190.10802223159408,1.9,0.87,32.74,-0.1,4316.941122398077,32.627266308301415,37,43.24,56.76,0.044037668534610074,0.653,6.95,52.63,25,35.29,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-52.050000000000004
1299,41869266,71,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,3,2.0,20,18,15,1,796,878.9188151063776,1378.9068534094058,13.79,6.1,34.59,0.06,5190.91212369733,33.23580498166999,34,44.12,55.88,0.26563864318073876,0.654,3.318,55.56,40,33.33,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-40.160000000000004
1320,37320733,72,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,1.0,10,21,18,2,796,1097.875438955137,1678.87941130099,16.79,7.38,29.25,0.11,3527.5575440125303,23.2378640423488,41,46.34,53.66,0.47593253699025306,0.61,2.95,52.38,42,44.44,-16,0.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-37.160000000000004
1339,27350220,73,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,1.0,15,17,18,1,796,1056.5988082894582,3483.7609146015366,34.84,14.69,30.58,0.34,5580.337085628245,31.111234436982727,36,41.67,58.33,0.6242921997622171,0.649,2.222,52.94,64,33.33,-24,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-19.11
1359,36944174,74,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,1.0,20,15,16,1,796,856.8523932805083,1923.932957529909,19.24,8.4,31.57,0.13,4749.3406877967755,30.737015509508183,32,37.5,62.5,0.4050947455661311,0.642,2.828,53.33,44,25.0,-20,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-34.71000000000001
1379,27603518,75,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,1.5,10,21,17,2,796,992.2847091544122,227.42323279888478,2.27,1.04,30.44,-0.1,4065.103807278465,28.54280594587335,40,47.5,52.5,0.05594524607014691,0.613,6.598,52.38,27,47.06,-14,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-51.68
1397,36564062,76,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,1.5,15,15,17,1,796,1120.4995945454357,6021.42654640078,60.21,24.13,31.69,0.63,6818.059294747509,31.711990122144364,33,45.45,54.55,0.8831584305873612,0.647,1.904,60.0,97,35.29,-25,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,6.259999999999998
1415,27976742,77,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,1.5,20,15,15,1,796,827.7775292496418,1488.346480448823,14.88,6.57,33.49,0.07,5361.671102004197,32.87837877102091,31,41.94,58.06,0.277590037160705,0.639,3.319,60.0,46,26.67,-24,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-39.07
1433,12006557,78,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,2.0,10,21,17,2,796,971.9271608166201,-169.23926026653862,-1.69,-0.78,31.12,-0.16,4174.694057920884,29.943962006806036,40,47.5,52.5,-0.040539320467192407,0.613,12.995,52.38,25,47.06,-16,0.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.64
1451,98824854,79,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,2.0,15,15,17,1,796,1052.025546350896,4614.154142659467,46.14,19.0,32.57,0.46,6618.726978414816,33.07544651744679,33,45.45,54.55,0.6971361951788131,0.647,2.102,60.0,84,35.29,-27,0.0,9,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-7.810000000000002
1469,11716659,80,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,1.0,14,5,2.0,20,14,14,1,796,827.8257540991567,2216.7235657585534,22.17,9.62,34.57,0.16,6267.8470767420895,34.845113800102446,29,48.28,51.72,0.353665866224478,0.634,2.682,64.29,47,35.71,-20,0.0,4,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-31.78
1488,77436681,81,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,1.0,10,11,10,2,796,692.250644745237,4795.999645623619,47.96,19.68,19.19,0.81,2384.316509310993,13.878187617788152,23,60.87,39.13,2.011477766015864,0.525,1.399,63.64,46,60.0,6,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-5.990000000000002
1506,13977564,82,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,1.0,15,11,10,2,796,655.7577237946043,3321.803538992819,33.22,14.06,20.65,0.48,2620.1220313946615,16.435417539908748,23,47.83,52.17,1.2678048957989412,0.525,1.596,54.55,38,40.0,-2,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-20.730000000000004
1523,74457703,83,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,1.0,20,11,10,2,796,627.9308124937199,2139.6153237049475,21.4,9.3,20.95,0.24,2991.935501596661,19.772827888822984,23,47.83,52.17,0.7151274894004671,0.525,2.296,54.55,35,40.0,-9,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-32.550000000000004
1544,13428245,84,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,1.5,10,11,10,2,796,685.6926579345452,4375.208166210245,43.75,18.11,19.23,0.72,2624.46278815987,15.438315219184862,23,60.87,39.13,1.667087141013686,0.525,1.484,63.64,45,60.0,4,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-10.200000000000003
1570,76323740,85,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,1.5,15,11,10,2,796,649.7433918784336,2942.9375242666556,29.43,12.56,20.7,0.41,2831.364102761683,17.94922000166592,23,47.83,52.17,1.0394062428764088,0.525,1.681,54.55,36,40.0,-3,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-24.520000000000003
1593,13809331,86,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,1.5,20,11,10,2,796,624.5310065162003,1871.5465431672965,18.72,8.18,21.36,0.19,3178.7876483143555,21.121043611865574,23,47.83,52.17,0.5887611096512655,0.525,2.476,54.55,34,40.0,-10,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-35.230000000000004
1610,30831739,87,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,2.0,10,11,10,2,796,670.6074735117629,3758.729081347001,37.59,15.76,19.93,0.58,3068.493115038431,18.235292071543206,23,60.87,39.13,1.2249429737762096,0.525,1.643,63.64,43,60.0,1,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-16.36
1627,34006927,88,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,2.0,15,10,10,2,796,627.1174592622882,3110.2706241426877,31.1,13.22,20.58,0.44,3414.5471866786957,20.66314573491187,22,54.55,45.45,0.9108881658677631,0.514,1.911,70.0,43,40.0,-7,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-22.85
1645,30452771,89,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,2,2.0,20,10,10,2,796,617.2308433620353,2725.7877199535415,27.26,11.69,21.66,0.35,3331.5003211271032,20.747590207037824,22,54.55,45.45,0.8181862395953068,0.514,2.147,70.0,44,40.0,-10,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-26.69
1663,10850132,90,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,1.0,10,11,10,2,796,674.3047729483243,2795.8652262943615,27.96,11.97,19.8,0.39,3941.613019834338,23.549622959157634,23,52.17,47.83,0.7093200707998141,0.525,2.292,63.64,48,40.0,-9,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-25.990000000000002
1680,10378304,91,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,1.0,15,10,9,2,796,622.3794227126505,3095.2807315401005,30.95,13.16,21.38,0.42,4001.065532801291,23.403044550790895,21,47.62,52.38,0.773614105083898,0.508,2.128,60.0,49,33.33,-11,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-23.000000000000004
1697,11228455,92,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,1.0,20,9,9,2,796,620.9101163895853,2756.0029915187934,27.56,11.81,21.84,0.35,5004.78395763831,28.17884124146779,20,45.0,55.0,0.5506737183555299,0.495,2.538,66.67,58,33.33,-13,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-26.390000000000004
1719,85657023,93,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,1.5,10,11,10,2,796,662.4268683394127,2005.357782039402,20.05,8.74,19.92,0.23,4556.131554022155,27.510397534728213,23,52.17,47.83,0.4401448374046775,0.525,2.752,63.64,47,40.0,-13,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-33.900000000000006
1738,13166052,94,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,1.5,15,10,9,2,796,619.2548619141004,2604.2178534028917,26.04,11.2,21.46,0.33,4492.1284109385,26.275371014846204,21,47.62,52.38,0.5797291651461977,0.508,2.396,60.0,49,33.33,-14,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-27.910000000000004
1753,82683677,95,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,1.5,20,9,9,2,796,620.1657243437746,2358.001526327167,23.58,10.2,22.26,0.27,5402.785422829937,30.41974118768619,20,45.0,55.0,0.4364418243158849,0.495,2.786,66.67,59,33.33,-16,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-30.370000000000005
1769,36454797,96,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,2.0,10,11,10,2,796,649.543805693547,1555.337979266793,15.55,6.85,20.6,0.13,4838.147618719699,29.512623107522284,23,52.17,47.83,0.3214738577320169,0.525,3.318,63.64,45,40.0,-16,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-38.400000000000006
1784,27555551,97,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,2.0,15,9,9,2,796,604.8948957907584,3097.3331253210417,30.97,13.17,21.31,0.42,5275.579744568779,28.71389954292215,20,55.0,45.0,0.5871076308740766,0.495,2.37,77.78,60,33.33,-17,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-22.980000000000004
1808,36752028,98,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,3,2.0,20,8,9,2,796,622.1520927828567,3339.978171705621,33.4,14.13,22.35,0.45,6429.4751750187315,32.52227091086485,19,52.63,47.37,0.5194791302224587,0.488,2.47,87.5,79,33.33,-19,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-20.550000000000004
1829,42437593,99,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,1.0,10,11,10,2,796,773.4731972469867,4754.274457654787,47.54,19.52,21.49,0.71,4544.877526608891,23.549622959157666,23,52.17,47.83,1.046073173549769,0.525,1.937,63.64,71,40.0,-9,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-6.410000000000004
1846,21729988,100,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,1.0,15,10,9,2,796,737.34313788126,5765.72554547821,57.66,23.21,23.23,0.82,4816.979671744626,23.40304455079092,21,47.62,52.38,1.1969586625616722,0.508,1.765,60.0,79,33.33,-10,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,3.7099999999999937
1864,42732171,101,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,1.0,20,9,9,2,796,644.861814230849,2859.0507853900053,28.59,12.22,24.59,0.33,5958.302619864549,31.663871595251823,20,35.0,65.0,0.47984316470568933,0.495,2.564,55.56,63,22.22,-15,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-25.360000000000003
1879,27252433,102,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,1.5,10,11,10,2,796,759.7838271593814,3842.77972188736,38.43,16.08,21.6,0.55,5253.448221311999,27.510397534728227,23,52.17,47.83,0.7314776048040428,0.525,2.171,63.64,69,40.0,-13,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-15.520000000000003
1896,37428996,103,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,1.5,15,10,9,2,796,733.5814034816716,5174.523056505424,51.75,21.07,23.3,0.73,5408.1821607174115,26.27537101484623,21,47.62,52.38,0.9567952599841808,0.508,1.885,60.0,79,33.33,-13,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-2.200000000000003
1915,26870639,104,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,1.5,20,9,9,2,796,644.1424441458823,2457.834114544008,24.58,10.6,24.96,0.26,6482.650450124393,34.22642344756657,20,35.0,65.0,0.3791403120458,0.495,2.795,55.56,64,22.22,-18,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-29.370000000000005
1932,16955982,105,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,2.0,10,11,10,2,796,744.9990841007295,3323.8843159055305,33.24,14.06,22.23,0.45,5578.626890079535,29.512623107522273,23,52.17,47.83,0.5958248116245934,0.525,2.379,63.64,68,40.0,-16,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-20.71
1953,40941634,106,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,2.0,15,9,9,2,796,716.5365957035583,5768.19647204518,57.68,23.22,23.17,0.82,6351.398190787284,28.71389954292215,20,55.0,45.0,0.9081774278318686,0.495,1.911,77.78,92,33.33,-16,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,3.729999999999997
1968,17337201,107,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,3,5,2.0,20,8,9,2,796,657.5219725981552,3973.605426934957,39.74,16.58,25.11,0.49,7171.297583162368,33.91501762735851,19,42.11,57.89,0.5540985269199628,0.488,2.309,75.0,85,22.22,-18,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-14.21
1981,39107450,108,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,1.0,10,11,10,2,796,692.250644745237,4795.999645623619,47.96,19.68,19.19,0.81,2384.316509310993,13.878187617788152,23,60.87,39.13,2.011477766015864,0.525,1.399,63.64,46,60.0,6,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-5.990000000000002
1997,24902901,109,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,1.0,15,11,10,2,796,655.7577237946043,3321.803538992819,33.22,14.06,20.65,0.48,2620.1220313946615,16.435417539908748,23,47.83,52.17,1.2678048957989412,0.525,1.596,54.55,38,40.0,-2,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-20.730000000000004
2015,39489058,110,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,1.0,20,11,10,2,796,627.9308124937199,2139.6153237049475,21.4,9.3,20.95,0.24,2991.935501596661,19.772827888822984,23,47.83,52.17,0.7151274894004671,0.525,2.296,54.55,35,40.0,-9,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-32.550000000000004
2029,30158550,111,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,1.5,10,11,10,2,796,685.6926579345452,4375.208166210245,43.75,18.11,19.23,0.72,2624.46278815987,15.438315219184862,23,60.87,39.13,1.667087141013686,0.525,1.484,63.64,45,60.0,4,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-10.200000000000003
2046,34680176,112,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,1.5,15,11,10,2,796,649.7433918784336,2942.9375242666556,29.43,12.56,20.7,0.41,2831.364102761683,17.94922000166592,23,47.83,52.17,1.0394062428764088,0.525,1.681,54.55,36,40.0,-3,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-24.520000000000003
2060,29782809,113,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,1.5,20,11,10,2,796,624.5310065162003,1871.5465431672965,18.72,8.18,21.36,0.19,3178.7876483143555,21.121043611865574,23,47.83,52.17,0.5887611096512655,0.525,2.476,54.55,34,40.0,-10,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-35.230000000000004
2078,18955217,114,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,2.0,10,11,10,2,796,670.6074735117629,3758.729081347001,37.59,15.76,19.93,0.58,3068.493115038431,18.235292071543206,23,60.87,39.13,1.2249429737762096,0.525,1.643,63.64,43,60.0,1,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-16.36
2094,22732229,115,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,2.0,15,10,10,2,796,627.1174592622882,3110.2706241426877,31.1,13.22,20.58,0.44,3414.5471866786957,20.66314573491187,22,54.55,45.45,0.9108881658677631,0.514,1.911,70.0,43,40.0,-7,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-22.85
2115,19250472,116,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,2,2.0,20,10,10,2,796,617.2308433620353,2725.7877199535415,27.26,11.69,21.66,0.35,3331.5003211271032,20.747590207037824,22,54.55,45.45,0.8181862395953068,0.514,2.147,70.0,44,40.0,-10,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-26.69
2133,22746973,117,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,1.0,10,11,10,2,796,674.3047729483243,2795.8652262943615,27.96,11.97,19.8,0.39,3941.613019834338,23.549622959157634,23,52.17,47.83,0.7093200707998141,0.525,2.292,63.64,48,40.0,-9,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-25.990000000000002
2157,42091696,118,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,1.0,15,10,9,2,796,622.3794227126505,3095.2807315401005,30.95,13.16,21.38,0.42,4001.065532801291,23.403044550790895,21,47.62,52.38,0.773614105083898,0.508,2.128,60.0,49,33.33,-11,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-23.000000000000004
2172,22452385,119,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,1.0,20,9,9,2,796,620.9101163895853,2756.0029915187934,27.56,11.81,21.84,0.35,5004.78395763831,28.17884124146779,20,45.0,55.0,0.5506737183555299,0.495,2.538,66.67,58,33.33,-13,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-26.390000000000004
2189,35026090,120,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,1.5,10,11,10,2,796,662.4268683394127,2005.357782039402,20.05,8.74,19.92,0.23,4556.131554022155,27.510397534728213,23,52.17,47.83,0.4401448374046775,0.525,2.752,63.64,47,40.0,-13,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-33.900000000000006
2205,29141500,121,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,1.5,15,10,9,2,796,619.2548619141004,2604.2178534028917,26.04,11.2,21.46,0.33,4492.1284109385,26.275371014846204,21,47.62,52.38,0.5797291651461977,0.508,2.396,60.0,49,33.33,-14,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-27.910000000000004
2225,35318120,122,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,1.5,20,9,9,2,796,620.1657243437746,2358.001526327167,23.58,10.2,22.26,0.27,5402.785422829937,30.41974118768619,20,45.0,55.0,0.4364418243158849,0.495,2.786,66.67,59,33.33,-16,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-30.370000000000005
2248,51113336,123,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,2.0,10,11,10,2,796,649.543805693547,1555.337979266793,15.55,6.85,20.6,0.13,4838.147618719699,29.512623107522284,23,52.17,47.83,0.3214738577320169,0.525,3.318,63.64,45,40.0,-16,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-38.400000000000006
2266,16609901,124,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,2.0,15,9,9,2,796,604.8948957907584,3097.3331253210417,30.97,13.17,21.31,0.42,5275.579744568779,28.71389954292215,20,55.0,45.0,0.5871076308740766,0.495,2.37,77.78,60,33.33,-17,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-22.980000000000004
2287,47303703,125,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,3,2.0,20,8,9,2,796,622.1520927828567,3339.978171705621,33.4,14.13,22.35,0.45,6429.4751750187315,32.52227091086485,19,52.63,47.37,0.5194791302224587,0.488,2.47,87.5,79,33.33,-19,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-20.550000000000004
2306,10032572,126,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,5,1.0,10,11,10,2,796,773.4731972469867,4754.274457654787,47.54,19.52,21.49,0.71,4544.877526608891,23.549622959157666,23,52.17,47.83,1.046073173549769,0.525,1.937,63.64,71,40.0,-9,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-6.410000000000004
2328,11866954,127,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,5,1.0,15,10,9,2,796,737.34313788126,5765.72554547821,57.66,23.21,23.23,0.82,4816.979671744626,23.40304455079092,21,47.62,52.38,1.1969586625616722,0.508,1.765,60.0,79,33.33,-10,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,3.7099999999999937
2346,96539524,128,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,5,1.0,20,9,9,2,796,644.861814230849,2859.0507853900053,28.59,12.22,24.59,0.33,5958.302619864549,31.663871595251823,20,35.0,65.0,0.47984316470568933,0.495,2.564,55.56,63,22.22,-15,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-25.360000000000003
2365,11012838,129,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,5,1.5,10,11,10,2,796,759.7838271593814,3842.77972188736,38.43,16.08,21.6,0.55,5253.448221311999,27.510397534728227,23,52.17,47.83,0.7314776048040428,0.525,2.171,63.64,69,40.0,-13,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-15.520000000000003
2386,10205077,130,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,5,1.5,15,10,9,2,796,733.5814034816716,5174.523056505424,51.75,21.07,23.3,0.73,5408.1821607174115,26.27537101484623,21,47.62,52.38,0.9567952599841808,0.508,1.885,60.0,79,33.33,-13,50.0,-1,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-2.200000000000003
2409,11389491,131,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,5,1.5,20,9,9,2,796,644.1424441458823,2457.834114544008,24.58,10.6,24.96,0.26,6482.650450124393,34.22642344756657,20,35.0,65.0,0.3791403120458,0.495,2.795,55.56,64,22.22,-18,0.0,-7,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-29.370000000000005
2431,27209306,132,GN01_market_price_usd_ohlc_24h_BTC,positive,1,10,above,2.0,7,5,2.0,10,11,10,2,796,744.9990841007295,3323.8843159055305,33.24,14.06,22.23,0.45,5578.626890079535,29.512623107522273,23,52.17,47.83,0.5958248116245934,0.525,2.379,63.64,68,40.0,-16,50.0,-5,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-20.71
